P,u
110980-03_10202704_0800,43448.28
111190-01_10202704_0101,22725.072
111190-01_10202704_0103,22725.072
111190-01_10202704_0104,22725.072
110980-01_10202705_0700,78240.0
110980-01_10202705_0704,78240.0
111190-01_10202705_0100,20572.176
111190-01_10202705_0102,20572.176
111190-01_10202705_0104,20572.176
111990-01_10202790_0100,405.15
111990-01_10202790_0200,459.9
111990-01_10202792_0100,481.8
111990-01_10202792_0200,613.19124
111990-01_10202793_0100,591.3
111990-01_10202793_0200,875.99124
111990-01_10202794_0100,722.7
111990-01_10202794_0200,930.75876
111990-01_10202794_0300,744.6
111990-02_10202794_0400,291.99999600000007
111990-01_10202795_0100,722.7
111990-01_10202795_0200,875.99124
111990-01_10202795_0300,744.6
111990-02_10202795_0400,291.99999600000007
111990-01_10202851_0100,438.00876
111990-01_10202851_0300,372.3
111990-02_10202851_0400,248.19999600000003
111990-01_10202852_0100,394.2
111990-01_10202852_0300,328.5
111990-02_10202852_0400,204.39999600000002
111990-01_10202854_0100,459.9
111990-01_10202854_0200,438.00876
111990-01_10202855_0100,514.64124
111990-01_10202855_0200,459.9
111990-01_10202855_0300,416.1
111990-02_10202855_0400,291.99999600000007
111990-01_10202856_0100,514.64124
111990-01_10202856_0200,470.85876
111990-01_10202856_0300,416.1
111990-02_10202856_0400,291.99999600000007
111990-01_10202858_0100,492.75
111990-01_10202858_0300,394.2
111990-02_10202858_0400,219.0
111990-01_10202861_0100,317.54124
111990-01_10202861_0300,262.8
111990-02_10202861_0400,153.3
111990-01_10202864_0100,372.3
111990-01_10202864_0200,304.41
111990-01_10202865_0100,394.2
111990-01_10202865_0200,317.54124
111990-01_10202865_0300,306.6
111990-02_10202865_0400,291.99999600000007
111990-01_10202866_0100,394.2
111990-01_10202866_0200,319.74876
111990-01_10202866_0300,306.6
111990-02_10202866_0400,291.99999600000007
111990-01_10202867_0100,350.39124
111990-01_10202867_0300,284.7
111990-02_10202867_0400,135.0
123680-08_10202892_0100,253.44
134130-31_10202948_1500,1980.0
134130-32_10202948_1600,1980.0
123420-17_10203138_0100,20192.712
111180-09_10203212_0600,16200.0
111180-12_10203212_0301,10800.0
111180-12_10203212_0302,13200.0
135100-01_10203227_0200,1358.58
111990-01_10203254_0100,438.0
111990-01_10203254_0200,705.17124
111990-01_10203255_0100,591.3
111990-01_10203255_0200,875.99124
111990-01_10203256_0100,722.7
111990-01_10203256_0200,930.75876
111990-01_10203256_0300,744.6
111990-02_10203256_0400,313.89999600000004
111990-01_10203257_0100,722.7
111990-01_10203257_0200,875.99124
111990-01_10203257_0300,744.6
111990-02_10203257_0400,313.89999600000004
111990-01_10203258_0100,722.7
111990-01_10203258_0300,700.8
111990-02_10203258_0400,328.5
111990-01_10203259_0100,635.10876
111990-01_10203259_0300,657.0
111990-02_10203259_0400,401.49999600000007
111990-01_10203260_0100,438.0
111990-01_10203260_0300,580.35
111990-02_10203260_0400,423.39708
111990-01_10203264_0100,481.8
111990-01_10203264_0200,705.18
111990-01_10203265_0200,876.0
111990-01_10203266_0100,722.7
110980-01_10203311_0700,192120.0
110980-01_10203311_0701,192120.0
110980-01_10203311_0703,192120.0
110980-01_10203311_0705,192120.0
110980-01_10203312_0700,171608.4
110980-01_10203312_0701,171608.4
110980-01_10203312_0703,171608.4
110980-01_10203312_0705,171608.4
100680-10_10203376_0110,300.0
100680-10_10203376_0210,300.0
100630-30_10203459_0210,287.996844
123350-83_10203483_0300,165.36
123350-82_10203484_0300,788.4
111190-01_10203517_0101,29611.464
111190-01_10203517_0104,29611.464
111190-01_10203517_0105,29611.464
111190-03_10203517_0301,29157.66
110980-01_10203579_0700,164640.0
110980-01_10203579_0702,164640.0
110980-01_10203579_0703,164640.0
110980-01_10203579_0706,164640.0
110980-01_10203579_0707,164640.0
135120-16_10203941_0200,605.712
135120-07_10203943_0100,1160.004
135100-03_10204006_0100,2431.848
136040-18_10204048_0100,2116.932
123520-07_10204069_0700,24000.0
123520-07_10204069_0800,24000.0
135090-01_10204110_0100,327.6
123020-03_10204126_0700,2450.4
111480-01_10204129_0100,85200.0
124870-05_10204204_0500,5095.488
135100-08_10204247_0200,1201.2
135100-21_10204247_0300,1648.44
111230-16_10204285_0100,4036.608
123410-25_10204410_0300,10584.0
123410-15_10204411_0200,39999.96
123540-03_10204515_0400,1545.0
124270-01_10204515_0100,5862.504
111230-06_10204538_0100,35806.092
111230-06_10204538_0200,35806.092
111640-08_10204609_0800,1500.0
134130-05_10204620_1700,981.12
134130-24_10204665_1400,2336.004
111500-01_10204666_0200,3492.0
136040-18_10204699_0100,2803.2
124600-06_10204716_0100,3399.996
135130-22_10204724_0500,1460.004
135130-24_10204724_0400,1557.336
123520-17_10204737_0100,14400.0
123510-05_10204766_1000,3780.0
111640-03_10204780_0300,2117.004
111150-07_10204826_0100,25000.0
135090-09_10204863_0200,840.0
123410-15_10204878_0200,24996.0
136040-21_10204906_0700,189.312
123590-08_10204996_0200,3504.0
110980-01_10205079_0700,211560.0
110980-01_10205079_0701,211560.0
110980-01_10205079_0703,211560.0
110980-01_10205079_0704,211560.0
110980-01_10205080_0701,47996.4
110980-01_10205080_0703,47996.4
110980-02_10205104_0700,33120.0
135120-16_10205109_0200,407.04
135120-07_10205111_0100,1113.6
111260-11_10205163_0500,148857.0
111260-11_10205163_0510,148857.0
123510-02_10205210_1200,37739.52
111260-11_10205211_0500,148857.0
111260-11_10205211_0600,148857.0
135130-33_10205262_0200,280.32
123510-02_10205284_1000,9660.0
123500-03_10205306_0100,2700.0
123500-01_10205308_0100,3096.0
123550-09_10205375_1000,669.6
123550-11_10205376_1000,6055.2
111190-01_10205382_0101,56308.62
111190-01_10205499_0400,56076.216
111190-01_10205499_0401,56076.216
111190-01_10205499_0402,56076.216
111190-03_10205499_0300,56076.216
111190-03_10205499_0301,56076.216
123560-01_10205504_0200,150000.0
111190-03_10205509_0300,20531.472
151450-10_10205530_0100,6600.0
151450-10_10205531_0100,6600.0
151450-10_10205532_0100,6960.0
111500-01_10205568_0200,2796.0
123090-01_10205585_0100,99999.996
124860-02_10205591_0100,782.7590040000001
135100-04_10205614_0300,1773.528
111120-07_10205657_0300,28908.0
111190-01_10205732_0100,37225.836
111190-01_10205732_0102,37225.836
111190-01_10205732_0108,37225.836
111190-03_10205732_0301,24218.136
135150-17_10205736_0800,764.52
135150-10_10205744_0300,174.48
123410-15_10205764_0200,180002.76
123590-01_10205766_0301,27228.0
123590-02_10205766_0400,8640.0
123590-04_10205766_0500,3432.0
123590-03_10205777_0200,20652.0
123380-03_10205781_0401,2131.923
123380-03_58495875_0401,2400.0
123380-03_58517966_0401,2400.0
123380-03_58561396_0401,2400.0
123380-03_58561402_0401,2400.0
123380-03_58630054_0401,2400.0
123380-03_58874298_0401,2400.0
123380-03_58026484_0401,2400.0
111480-01_10205834_0200,54000.0
100680-10_10205860_0110,360.00493200000005
123410-25_10205941_0410,11087.46
123510-03_10205953_1000,45636.0
123510-03_10205953_2000,45636.0
151450-01_10205956_0100,30000.0
151450-01_10205956_0200,13200.0
123410-15_10205994_0200,42660.0
124950-15_10206050_0200,5640.0
124950-15_10206050_0210,5640.0
123590-06_10206065_0100,5544.0
151450-01_10206132_0100,30240.0
123020-65_10206138_0700,5520.0
123590-06_10206165_0100,3012.0
123590-06_10206165_0101,3012.0
123420-17_10206309_0200,20192.712
111130-11_10206312_0100,34500.0
100600-01_10206313_0210,120.0
111640-03_10206323_0300,3500.004
111640-08_10206323_0800,900.0
124930-13_10206386_1300,1880.1
124930-13_10206386_1310,1880.1
124930-17_10206386_1700,1871.124
124930-17_10206386_1710,1871.124
124930-50_10206386_5000,1964.916
124930-50_10206386_5010,1964.916
111990-01_10206475_0100,405.15
111990-01_10206475_0200,481.79124
135120-12_10206520_0200,3060.6
123540-03_10206570_0200,11880.0
100680-10_10206607_0210,179.998764
111220-12_10206638_0100,4560.0
151450-02_10206641_0100,15000.0
112020-03_10206646_0300,5930.964
111260-02_10206673_0500,177758.376
111260-02_10206673_0600,177758.376
123540-07_10206697_0200,30000.0
123540-08_10206697_0300,21000.0
151040-11_10206724_0100,360.0
151040-11_10206724_0200,789.6
123540-10_10206753_0100,2131.2
135090-09_10206768_0200,1080.0
135130-18_10206830_0500,291.996
135130-19_10206830_0400,761.736
123530-05_10206862_0800,18668.112
123530-05_10206862_0801,18668.112
134050-01_10206927_0100,435.24
134050-01_10206928_0100,435.24
134050-01_10206929_0100,290.16
134050-01_10206930_0100,290.16
134130-05_10206947_1700,1111.932
110980-01_10206957_0700,250320.0
110980-01_10206957_0701,250320.0
110980-01_10206957_0703,250320.0
110980-01_10206957_0704,250320.0
111190-01_10206957_0101,44793.9
111190-01_10206957_0102,44793.9
111190-01_10206957_0103,44793.9
111190-03_10206957_0300,44789.148
111190-03_10206957_0301,44789.148
111190-01_10206978_0101,39090.144
111190-01_10206978_0103,39090.144
111190-01_10206978_0104,39090.144
111260-01_10206982_0620,72656.30424
111260-03_10206982_0610,145312.6084
111260-10_10206982_0600,273600.0
111260-10_10206982_0630,273600.0
123470-20_10207056_0300,796.2
111480-01_10207069_0200,54000.0
111190-01_10207115_0101,47435.844
111190-01_10207115_0104,47435.844
111190-01_10207115_0105,47435.844
111190-03_10207115_0300,37488.42
111190-01_10207142_0101,19983.192
111190-01_10207142_0107,19983.192
111190-01_10207142_0110,19983.192
111230-06_10207201_0100,31489.644
111230-06_10207201_0200,31489.644
111260-01_10207201_0510,47392.5452
111260-11_10207201_0500,148857.0
111260-11_10207201_0600,148857.0
124930-21_10207205_2100,3711.996
111240-12_10207217_0100,10320.0
110980-01_10207384_0700,98280.0
110980-01_10207384_0703,98280.0
123530-09_10207412_0800,4827.672
123530-09_10207412_0900,4827.672
135120-12_10207413_0500,2341.824
135120-12_10207414_0500,2341.824
135120-12_10207415_0500,2341.824
134130-08_10207495_1400,7786.668
123590-01_10207525_0300,64800.0
123590-01_10207525_0301,64800.0
123530-04_10207529_0800,12812.016
123530-02_10207619_0800,3113.304
123530-05_10207671_0800,16550.112
135090-09_10207688_0200,669.0
110980-01_10207868_0700,136800.0
110980-01_10207868_0702,136800.0
110980-01_10207868_0703,136800.0
110980-01_10207868_0704,136800.0
110980-02_10207868_0200,27120.0
111190-01_10207868_0101,23883.492
111190-01_10207868_0102,23883.492
111190-01_10207868_0103,23883.492
111190-03_10207868_0300,19607.532
111190-03_10207868_0301,19607.532
123530-01_10207870_0500,5783.028
123530-01_10207870_0501,5783.028
123530-04_10207870_0800,10505.328
123530-09_10207893_0800,2398.848
123530-09_10207893_0801,2398.848
100610-70_10207900_0210,240.0
100680-10_10207903_0110,360.00493200000005
123590-06_10207934_0100,3708.0
123590-06_10207934_0101,3708.0
111260-02_10207964_0510,239628.108
111260-02_10207964_0520,239628.108
111260-03_10207964_0500,138446.496
123520-07_10208034_0100,6000.0
135120-08_10208133_0100,3348.0
135130-25_10208154_0400,507.828
123520-07_10208173_0100,6000.0
111190-01_10208174_0101,43237.98
111190-01_10208174_0105,43237.98
111190-01_10208174_0109,43237.98
111190-01_10208253_0104,38480.088
111190-01_10208253_0105,38480.088
111190-03_10208253_0300,31480.38
124930-05_10208259_0500,14754.492
134130-08_10208278_1400,1193.952
123080-12_10208298_0600,7044.0
123080-06_10208298_0700,1.0
111150-07_10208326_0100,25000.0
151140-04_10208348_0100,7374.99996
111260-11_10208359_0500,148857.0
111260-11_10208359_0510,148857.0
110980-01_10208401_0100,129008.604
110980-01_10208401_0101,129008.604
110980-01_10208401_0102,129008.604
110980-01_10208401_0103,129008.604
110980-02_10208401_0200,30360.0
110980-02_10208401_0202,30360.0
135100-21_10208405_0200,801.864
111190-01_10208445_0101,25366.944
111190-01_10208445_0102,25366.944
111190-01_10208445_0104,25366.944
124930-70_10208462_7000,1985.46
124930-70_10208462_7010,1985.46
111190-01_10208495_0101,29409.588
111190-01_10208495_0103,29409.588
111190-01_10208495_0104,29409.588
111180-09_10208498_0500,17280.0
111180-12_10208498_0401,11520.0
111180-12_10208498_0700,22560.0
111190-01_10208498_0900,70390.416
123530-05_10208498_0800,19259.664
135100-21_10208599_0200,1020.768
123550-11_10208633_1000,8013.6
111180-13_10208660_0300,29160.0
111190-01_10208708_0101,39137.076
111190-01_10208708_0105,39137.076
111190-01_10208708_0112,39137.076
111190-03_10208708_0301,29646.156
123590-03_10208720_0200,8604.0
135150-17_10208761_0800,764.52
111240-21_10208776_0300,1680.0
112020-02_10208914_0200,5010.0
110320-04_10208979_0100,600.0
123530-04_10209005_0800,20894.364
123020-03_10209067_0700,2152.8
111240-06_10209091_0100,960.0
140010-01_10209304_0100,954500.004
140010-03_10209306_0100,138333.336
151580-01_10209308_0010,369997.2
151580-01_10209308_0100,369997.2
135120-07_10209363_0200,2272.836
135130-22_10209365_0400,1271.424
124980-01_10209450_0100,2400.0
136040-19_10209463_0100,3999.672
111500-01_10209464_0200,1399.2
110980-01_10209495_0700,102360.0
110980-01_10209495_0701,102360.0
100660-01_10209538_0210,251.99930399999997
100660-01_10209538_0220,251.99930399999997
100680-10_10209547_0210,360.00493200000005
100680-10_10209602_0110,360.00493200000005
123530-01_10209605_0500,7402.5
123530-01_10209605_0501,8582.604
111240-06_10209609_0200,540.0
100610-70_10209614_0110,360.00493200000005
100710-20_10209615_0220,720.0
123510-03_10209676_1000,43812.0
123510-03_10209676_2000,43812.0
111190-01_10209771_0101,29416.884
111190-01_10209771_0103,29416.884
111190-01_10209771_0112,29416.884
135120-19_10209801_0100,6099.312
124870-01_10209817_0700,7634.82
111190-01_10209845_0100,38414.232
111190-01_10209845_0102,38414.232
111190-01_10209845_0103,38414.232
111190-01_10209845_0104,38414.232
100680-10_10209891_0210,324.00044399999996
111260-11_10209908_0500,148857.0
111260-11_10209908_0510,148857.0
124930-70_10209914_7000,6399.996
110980-01_10209934_0800,133800.0
110980-01_10209934_0801,133800.0
110980-01_10209934_0802,133800.0
111190-01_10209934_0111,20901.0
111190-03_10209934_0301,31007.868
111600-06_10209942_0600,675.0
100600-01_10209975_0210,600.0
134130-03_10210103_1400,1521.888
123520-15_10210141_0200,6000.0
123530-09_10210141_0100,9230.424
123530-09_10210141_0101,10614.996
110980-01_10210143_0200,50370.0
110980-01_10210143_0202,50370.0
110980-01_10210143_0203,50370.0
110980-01_10210143_0204,50370.0
135130-25_10210174_0400,380.868
124600-06_10210208_0400,4419.996
124600-06_10210209_0100,6555.204
123380-03_10210238_0101,3060.0
123520-17_10210240_0100,14400.0
123550-06_10210252_1000,62.4
111190-01_10210267_0101,31797.072
111190-01_10210267_0107,31797.072
111190-01_10210267_0108,31797.072
111190-03_10210267_0301,28463.436
111190-03_10210267_0302,28463.436
134130-01_10210389_1300,989.364
135100-21_10210447_0300,820.8
135100-21_10210447_0400,820.8
135130-06_10210467_0100,5520.587759999999
124600-04_10210495_0200,561.6
110980-01_10210548_0700,213120.0
110980-01_10210548_0701,213120.0
110980-01_10210548_0703,213120.0
110980-01_10210548_0707,213120.0
100660-01_10210560_0210,467.998716
100660-01_10210560_0220,467.998716
100610-70_10210641_0210,1080.014796
151450-01_10210649_0100,37440.0
111260-01_10210827_0510,39118.7166
111260-02_10210827_0500,171444.408
111260-02_10210827_0600,171444.408
135100-08_10210875_0200,1225.716
135100-21_10210875_0400,752.268
136040-18_10210882_0100,3136.08
111700-09_10210909_0100,120.0
100470-08_10210946_0110,7200.0
100610-10_10210963_0210,659.9864399999999
100610-10_10210963_0220,659.9864399999999
100610-10_10210963_0230,659.9864399999999
100610-10_10210963_0240,659.9864399999999
111260-01_10210987_0620,74508.04708
111260-03_10210987_0610,149013.0823
111260-10_10210987_0600,273600.0
111260-10_10210987_0630,273600.0
111260-10_10210987_0640,273600.0
111260-01_10210988_0500,55197.0
111260-01_10210989_0500,54044.448
111230-06_10210990_0100,36343.404
111230-06_10210990_0200,36343.404
100610-50_10210997_0210,1404.0036599999999
100610-50_10210997_0220,1404.0036599999999
100610-50_10210997_0230,1404.0036599999999
100610-50_10210997_0240,1404.0036599999999
123420-17_10211087_0100,5197.92
100660-01_10211100_0210,178.80105600000002
100660-01_10211100_0220,178.80105600000002
111260-11_10211142_0500,148857.0
111260-11_10211142_0510,148857.0
111190-01_10211144_0101,57947.664
111190-01_10211144_0106,57947.664
111190-01_10211144_0108,57947.664
135100-21_10211149_0300,1484.28
111230-06_10211150_0100,26703.672
111230-06_10211150_0200,26703.672
111260-01_10211232_0500,51145.32
111230-06_10211274_0100,32882.148
111230-06_10211274_0200,32882.148
111260-01_10211274_0300,53064.0
111230-06_10211276_0100,31476.228
111230-06_10211276_0200,31476.228
111230-06_10211279_0100,27240.6
111230-06_10211279_0200,27240.6
110980-01_10211305_0700,138720.0
110980-01_10211305_0701,138720.0
110980-01_10211305_0704,138720.0
110980-01_10211305_0705,109800.0
110980-02_10211305_0200,28320.0
111350-14_10211386_6410,12840.0
111350-17_10211386_6710,12840.0
111350-18_10211386_6814,19560.0
151210-45_10211397_0500,120000.0
