K,P,r
10234393,111260-02_10244043_0500,-0.988
10234393,111260-02_10567149_0500,-0.884
10234393,111260-02_10567149_0600,-0.884
10234393,111260-02_10955317_0600,-1.766
10234393,111260-03_10210987_0610,-1.325
10234393,111260-03_10955317_0200,-1.766
10234393,111260-10_10210987_0600,-1.325
10234393,111260-10_10210987_0630,-1.325
10234393,111260-10_10210987_0640,-1.325
10234393,111260-10_10588840_0400,-0.455
10234393,111260-11_10095240_0500,-3.995
10234393,111260-11_10095240_0600,-3.995
10234393,111260-11_10955317_0400,-1.766
10234396,111230-06_10207201_0100,-3.734
10234396,111230-06_10207201_0200,-3.734
10234396,111230-06_10537771_0100,-3.5260000000000002
10234396,111230-06_10537771_0200,-3.5260000000000002
10234396,111230-06_10827345_0300,-1.916
10234396,111230-06_10827345_0400,-1.916
10234396,111230-06_10934610_0200,-0.6659999999999999
10234396,111230-06_10934610_0300,-0.6659999999999999
10234396,111230-06_10957089_0300,-4.772
10234396,111230-06_10984174_1111,-1.8159999999999998
10234396,111230-06_10991906_1111,-3.264
10234396,111230-06_10991907_1111,-2.9789999999999996
10234396,111230-06_11017634_1111,-0.9890000000000001
10234396,111230-06_10991906_0300,-3.052
10234396,111260-01_10207201_0510,-3.88
10234396,111260-01_10520104_0500,-3.781
10234396,111260-01_10579452_0300,-1.113
10234396,111260-01_10579452_0400,-1.113
10234396,111260-01_10580590_0100,-3.573
10234396,111260-01_10934610_0500,-0.679
10234396,111260-02_10297343_0500,-3.469
10234396,111260-02_10297343_0510,-3.469
10234396,111260-02_10520104_0600,-3.781
10234396,111260-02_10520104_0700,-3.781
10234396,111260-02_11036459_0500,-3.467
10234396,111260-03_10297343_0520,-3.469
10234396,111260-11_10207201_0500,-3.88
10234396,111260-11_10207201_0600,-3.88
10234396,111260-11_10847612_0100,-3.34
10234396,111260-11_10847612_0200,-3.34
10234396,111260-11_10847612_0300,-3.34
10234398,111260-01_10087187_0500,-13.619000000000002
10234398,111260-01_10088092_0520,-9.841000000000001
10234398,111260-01_10200358_0400,-3.761
10234398,111260-01_10213097_0800,-7.278
10234398,111260-01_10214085_0500,-10.661
10234398,111260-01_10244043_0510,-4.792
10234398,111260-02_10087187_0510,-13.619000000000002
10234398,111260-02_10244043_0500,-4.792
10234398,111260-11_10016528_0500,-5.228
10234398,111260-11_10016528_0600,-5.228
10234398,111260-11_10084121_0700,-7.308
10234398,111260-11_10084121_0800,-7.308
10234398,111260-11_10088092_0500,-9.841000000000001
10234398,111260-11_10088092_0510,-9.841000000000001
10234399,111260-01_10200990_0500,-0.204
10234399,111260-01_10211232_0500,-1.015
10234399,111260-01_10542880_0400,-0.8320000000000001
10234399,111260-01_10739817_0100,-1.874
10234399,111260-02_10064482_0500,-0.958
10234399,111260-02_10201117_0500,-0.547
10234399,111260-02_10201117_0510,-0.547
10234399,111260-02_10201117_0520,-0.547
10234399,111260-02_10542880_0600,-0.8320000000000001
10234399,111260-02_10542880_0700,-0.8320000000000001
10234399,111260-10_10000425_0500,-0.47100000000000003
10234399,111260-11_10017458_0500,-0.77
10234399,111260-11_10063694_0500,-1.8880000000000001
10234399,111260-11_10096123_0500,-0.755
10234399,111260-11_10096123_0600,-0.755
10234399,111260-11_10200990_0600,-0.204
10234399,111260-11_10263637_0500,-0.8290000000000001
10234399,111260-11_10263637_0600,-0.8290000000000001
10234399,111260-11_10739817_0500,-1.874
10234399,111260-11_10739817_0600,-1.874
10234399,111260-11_10739817_0800,-1.874
10234399,111260-11_10542880_0600,-0.8320000000000001
10234400,111260-11_10205163_0500,-0.948
10234400,111260-11_10205163_0510,-0.948
10234400,111260-11_10205211_0500,-1.005
10234400,111260-11_10205211_0600,-1.005
10234403,111220-07_10005212_0700,-30.397
10234403,111220-12_10069119_0100,-87.682
10234403,111230-06_10008111_0100,-5.269
10234403,111230-06_10008111_0200,-5.269
10234403,111230-06_10581250_0100,-13.241
10234403,111230-06_10581250_0200,-13.241
10234403,111230-06_10705173_0200,-5.0680000000000005
10234403,111230-06_10705173_0300,-5.0680000000000005
10234403,111230-06_10879645_0200,-6.167999999999999
10234403,111230-06_10879645_0300,-6.167999999999999
10234403,111230-06_10934610_0200,-3.727
10234403,111230-06_10934610_0300,-3.727
10234403,111230-06_11017634_1111,-5.579
10234403,111230-06_11022520_1111,-2.6830000000000003
10234403,111240-06_10559565_0200,-53.963
10234403,111240-06_10709255_0100,-55.086000000000006
10234403,111240-06_10911052_0100,-37.738
10234403,111240-06_10913351_0100,-54.386
10234403,111240-06_11018259_0100,-54.386
10234403,111260-01_10088092_0520,-9.846
10234403,111260-01_10096602_0510,-12.253
10234403,111260-01_10096602_0520,-12.253
10234403,111260-01_10244043_0510,-3.452
10234403,111260-01_10934610_0500,-3.8
10234403,111260-01_10879645_0400,-6.289
10234403,111260-02_10244043_0500,-3.452
10234403,111260-11_10068659_0500,-2.891
10234403,111260-11_10068659_0600,-2.891
10234403,111260-11_10082944_0500,-3.647
10234403,111260-11_10082944_0510,-3.647
10234403,111260-11_10088092_0500,-9.846
10234403,111260-11_10088092_0510,-9.846
10234403,111260-11_10096602_0500,-12.253
10234403,111260-11_10096602_0600,-12.253
10234403,111260-11_10233814_0500,-3.623
10234403,111260-11_10233814_0510,-3.623
10234404,111260-01_10088092_0520,-14.765
10234404,111260-01_10200358_0400,-15.880999999999998
10234404,111260-01_10206982_0620,-18.701
10234404,111260-01_10210987_0620,-13.505
10234404,111260-01_10210989_0500,-27.698
10234404,111260-01_10211274_0300,-10.219
10234404,111260-01_10213097_0800,-27.311999999999998
10234404,111260-01_10244043_0510,-24.305999999999997
10234404,111260-01_10538939_0100,-1.506
10234404,111260-01_10569503_0200,-23.535
10234404,111260-01_10579452_0300,-17.785999999999998
10234404,111260-01_10579452_0400,-17.785999999999998
10234404,111260-01_10588639_0500,-17.019000000000002
10234404,111260-01_10588840_0300,-24.712
10234404,111260-01_10736856_0100,-22.843000000000004
10234404,111260-01_10739817_0100,-1.157
10234404,111260-01_10781543_0100,-21.704
10234404,111260-01_10831370_0200,-26.706
10234404,111260-01_10913865_0100,-17.895
10234404,111260-01_10913865_0400,-17.895
10234404,111260-01_10955317_0100,-24.516
10234404,111260-01_10970945_0400,-30.116999999999997
10234404,111260-01_10970945_0500,-30.116999999999997
10234404,111260-01_10975650_0100,-5.9910000000000005
10234404,111260-01_10997060_0100,-24.008000000000003
10234404,111260-01_10997788_0300,-24.075
10234404,111260-01_10934610_0500,-1.2670000000000001
10234404,111260-01_10879645_0400,-24.913
10234404,111260-01_10980711_0100,-22.715
10234404,111260-01_10999735_0100,-21.189
10234404,111260-01_11031815_0100,-2.889
10234404,111260-02_10001109_0500,-24.45
10234404,111260-02_10001109_0520,-24.45
10234404,111260-02_10001953_0500,-14.752
10234404,111260-02_10009397_0510,-17.195999999999998
10234404,111260-02_10009397_0520,-17.195999999999998
10234404,111260-02_10009397_0530,-17.195999999999998
10234404,111260-02_10061083_0709,-23.028000000000002
10234404,111260-02_10061083_0710,-23.028000000000002
10234404,111260-02_10073709_0510,-22.123
10234404,111260-02_10087992_0510,-17.041
10234404,111260-02_10087992_0530,-17.041
10234404,111260-02_10201117_0500,-1.3719999999999999
10234404,111260-02_10201117_0510,-1.3719999999999999
10234404,111260-02_10201117_0520,-1.3719999999999999
10234404,111260-02_10207964_0510,-22.232
10234404,111260-02_10207964_0520,-22.232
10234404,111260-02_10212140_0500,-1.4040000000000001
10234404,111260-02_10212140_0510,-1.4040000000000001
10234404,111260-02_10212140_0520,-1.4040000000000001
10234404,111260-02_10234062_0500,-1.409
10234404,111260-02_10234062_0510,-1.409
10234404,111260-02_10234062_0520,-1.409
10234404,111260-02_10244043_0500,-24.305999999999997
10234404,111260-02_10508450_0500,-18.851
10234404,111260-02_10508450_0600,-18.851
10234404,111260-02_10515527_0500,-1.304
10234404,111260-02_10515527_0520,-1.304
10234404,111260-02_10515527_0530,-1.304
10234404,111260-02_10606772_0600,-25.799
10234404,111260-02_10813204_0100,-17.857
10234404,111260-02_10955317_0600,-24.516
10234404,111260-02_10588639_0700,-17.019000000000002
10234404,111260-02_10588639_0800,-17.019000000000002
10234404,111260-02_11019881_0100,-0.561
10234404,111260-03_10001109_0510,-24.45
10234404,111260-03_10001953_0510,-14.752
10234404,111260-03_10061083_0700,-23.028000000000002
10234404,111260-03_10073709_0500,-22.123
10234404,111260-03_10206982_0610,-18.701
10234404,111260-03_10207964_0500,-22.232
10234404,111260-03_10210987_0610,-13.505
10234404,111260-03_10508450_0700,-18.851
10234404,111260-03_10813204_0700,-17.857
10234404,111260-03_10955317_0200,-24.516
10234404,111260-03_10970945_0100,-30.116999999999997
10234404,111260-03_10980711_0700,-22.715
10234404,111260-10_10206982_0600,-18.701
10234404,111260-10_10206982_0630,-18.701
10234404,111260-10_10210987_0600,-13.505
10234404,111260-10_10210987_0630,-13.505
10234404,111260-10_10210987_0640,-13.505
10234404,111260-10_10538939_0300,-1.506
10234404,111260-10_10538939_0500,-1.506
10234404,111260-10_10569503_0220,-23.535
10234404,111260-10_10588840_0400,-24.712
10234404,111260-10_10980711_0300,-22.715
10234404,111260-10_10980711_0600,-22.715
10234404,111260-11_10009397_0500,-17.195999999999998
10234404,111260-11_10063694_0500,-1.183
10234404,111260-11_10068659_0500,-26.163
10234404,111260-11_10068659_0600,-26.163
10234404,111260-11_10082944_0500,-24.643
10234404,111260-11_10082944_0510,-24.643
10234404,111260-11_10084121_0700,-9.357000000000001
10234404,111260-11_10084121_0800,-9.357000000000001
10234404,111260-11_10087992_0500,-17.041
10234404,111260-11_10087992_0540,-17.041
10234404,111260-11_10088092_0500,-14.765
10234404,111260-11_10088092_0510,-14.765
10234404,111260-11_10208359_0500,-16.796
10234404,111260-11_10208359_0510,-16.796
10234404,111260-11_10209908_0500,-3.84
10234404,111260-11_10209908_0510,-3.84
10234404,111260-11_10211142_0500,-25.601999999999997
10234404,111260-11_10211142_0510,-25.601999999999997
10234404,111260-11_10233814_0500,-13.581
10234404,111260-11_10233814_0510,-13.581
10234404,111260-11_10606773_0300,-22.616999999999997
10234404,111260-11_10606773_0400,-22.616999999999997
10234404,111260-11_10739817_0500,-1.157
10234404,111260-11_10739817_0600,-1.157
10234404,111260-11_10739817_0800,-1.157
10234404,111260-11_10831370_0300,-26.706
10234404,111260-11_10955317_0400,-24.516
10234404,111260-11_10970945_0600,-30.116999999999997
10234404,111260-11_10970945_0700,-30.116999999999997
10234404,111260-11_10975650_0400,-5.9910000000000005
10234404,111260-11_10975650_0500,-5.9910000000000005
10234404,111260-11_10588639_0700,-17.019000000000002
10234404,111260-11_10588639_0800,-17.019000000000002
10234404,111260-11_11019881_0100,-0.561
10234405,111220-03_10015750_0300,-36.019
10234405,111220-03_10019270_0300,-29.397
10234405,111220-03_10064547_0300,-22.09
10234405,111220-03_10075331_0300,-19.76
10234405,111220-03_10084624_0300,-30.090999999999998
10234405,111220-03_10086130_0300,-36.243
10234405,111220-03_10235233_0300,-18.092
10234405,111220-03_10235434_0300,-20.948
10234405,111220-03_10266531_0300,-31.555999999999997
10234405,111220-03_10596645_0300,-20.956
10234405,111220-03_10966052_0300,-35.9
10234405,111220-03_10969805_0300,-35.9
10234405,111220-03_11026183_0300,-20.274
10234405,111220-03_11026184_0300,-20.95
10234405,111220-07_10005212_0700,-10.639000000000001
10234405,111220-07_10075331_0700,-20.95
10234405,111220-07_10213413_0700,-10.883
10234405,111220-07_10235434_0700,-20.274
10234405,111220-07_10266531_0700,-31.55
10234405,111220-07_10596645_0700,-20.95
10234405,111220-07_10596827_0700,-34.781
10234405,111220-07_10868661_0700,-10.45
10234405,111220-07_11026183_0700,-20.274
10234405,111220-07_11026184_0700,-20.95
10234406,111220-05_10062735_0500,-6.22
10234406,111260-01_10088092_0520,-4.9239999999999995
10234406,111260-01_10739817_0100,-4.699
10234406,111260-01_10870400_0500,-29.552
10234406,111260-01_11031815_0100,-5.553
10234406,111260-02_11019881_0100,-4.413
10234406,111260-11_10063694_0500,-4.7330000000000005
10234406,111260-11_10088092_0500,-4.9239999999999995
10234406,111260-11_10088092_0510,-4.9239999999999995
10234406,111260-11_10739817_0500,-4.699
10234406,111260-11_10739817_0600,-4.699
10234406,111260-11_10739817_0800,-4.699
10234406,111260-11_11019881_0100,-4.413
10234407,111230-06_10063713_0100,-4.18
10234407,111230-06_10063713_0200,-4.18
10234407,111230-06_10066095_0100,-17.167
10234407,111230-06_10066095_0200,-17.167
10234407,111230-06_10087071_0100,-4.206
10234407,111230-06_10087071_0200,-4.206
10234407,111230-06_10581250_0100,-9.93
10234407,111230-06_10581250_0200,-9.93
10234407,111230-06_10604591_0300,-29.663
10234407,111230-06_10604591_0400,-29.663
10234407,111230-06_10705173_0200,-11.82
10234407,111230-06_10705173_0300,-11.82
10234407,111230-06_10861977_1111,-18.941
10234407,111230-06_10909676_0300,-24.165
10234407,111230-06_10921182_1111,-51.222
10234407,111230-06_10949376_1111,-47.623999999999995
10234407,111230-06_10957089_0300,-2.326
10234407,111230-06_10991906_1111,-2.54
10234407,111230-06_10991907_1111,-2.325
10234407,111230-06_11006069_1111,-7.729
10234407,111230-06_11023382_1111,-22.265
10234407,111230-06_10991906_0300,-2.325
10234407,111260-01_10064202_0500,-47.28
10234407,111260-01_10064208_0500,-27.543000000000003
10234407,111260-01_10096602_0510,-38.575
10234407,111260-01_10096602_0520,-38.575
10234407,111260-01_10211232_0500,-48.303000000000004
10234407,111260-01_10537599_0500,-39.342
10234407,111260-01_10538939_0100,-20.574
10234407,111260-01_11031815_0100,-5.553
10234407,111260-02_10064207_0500,-36.173
10234407,111260-02_10537599_0300,-39.342
10234407,111260-02_10537599_0400,-39.342
10234407,111260-10_10538939_0300,-20.574
10234407,111260-10_10538939_0500,-20.574
10234407,111260-11_10096602_0500,-38.575
10234407,111260-11_10096602_0600,-38.575
10234407,111260-11_10209908_0500,-18.416
10234407,111260-11_10209908_0510,-18.416
10234408,111220-03_10064547_0300,-14.122
10234408,111220-03_10084624_0300,-19.232
10234408,111220-03_10086130_0300,-15.535
10234408,111220-03_10235233_0300,-11.139000000000001
10234408,111260-01_10538939_0100,-2.509
10234408,111260-01_10542880_0400,-4.215
10234408,111260-01_10963671_0100,-3.8739999999999997
10234408,111260-02_10201117_0500,-5.4879999999999995
10234408,111260-02_10201117_0510,-5.4879999999999995
10234408,111260-02_10201117_0520,-5.4879999999999995
10234408,111260-02_10212140_0500,-5.614
10234408,111260-02_10212140_0510,-5.614
10234408,111260-02_10212140_0520,-5.614
10234408,111260-02_10234062_0500,-5.638999999999999
10234408,111260-02_10234062_0510,-5.638999999999999
10234408,111260-02_10234062_0520,-5.638999999999999
10234408,111260-02_10515527_0500,-3.278
10234408,111260-02_10515527_0520,-3.278
10234408,111260-02_10515527_0530,-3.278
10234408,111260-02_10709136_0300,-3.233
10234408,111260-02_10709136_0600,-3.233
10234408,111260-02_10542880_0600,-4.215
10234408,111260-02_10542880_0700,-4.215
10234408,111260-10_10000425_0500,-20.706
10234408,111260-10_10538939_0300,-2.509
10234408,111260-10_10538939_0500,-2.509
10234408,111260-11_10096123_0500,-3.8489999999999998
10234408,111260-11_10096123_0600,-3.8489999999999998
10234408,111260-11_10263637_0500,-4.224
10234408,111260-11_10263637_0600,-4.224
10234408,111260-11_10542880_0600,-4.215
10234410,111230-06_10736640_0200,-1.962
10234410,111230-06_10736640_0300,-1.962
10234410,111230-06_10934610_0200,-4.138999999999999
10234410,111230-06_10934610_0300,-4.138999999999999
10234410,111230-06_11017634_1111,-3.2439999999999998
10234410,111260-01_10095878_0500,-42.526
10234410,111260-01_10210988_0500,-29.06
10234410,111260-01_10863398_0100,-42.299
10234410,111260-01_10997060_0100,-0.267
10234410,111260-01_10997229_0100,-42.805
10234410,111260-01_10934610_0500,-4.22
10234411,111220-05_10001725_0500,-38.623000000000005
10234411,111220-05_10009482_0500,-18.322
10234411,111220-05_10082360_0500,-7.749
10234411,111220-12_10206638_0100,-52.777
10234411,111230-06_10064402_0100,-1.466
10234411,111230-06_10064402_0200,-1.466
10234411,111230-06_10202135_0100,-0.14
10234411,111230-06_10202135_0200,-0.14
10234411,111230-06_10204538_0100,-0.769
10234411,111230-06_10204538_0200,-0.769
10234411,111230-06_10207201_0100,-0.40399999999999997
10234411,111230-06_10207201_0200,-0.40399999999999997
10234411,111230-06_10210990_0100,-0.738
10234411,111230-06_10210990_0200,-0.738
10234411,111230-06_10234339_0600,-0.441
10234411,111230-06_10596825_0300,-3.44
10234411,111230-06_10596825_0400,-3.44
10234411,111230-06_10603731_0300,-1.442
10234411,111230-06_10603731_0400,-1.442
10234411,111230-06_10606773_0500,-1.578
10234411,111230-06_10606773_0600,-1.578
10234411,111230-06_10703850_0300,-0.7609999999999999
10234411,111230-06_10703850_0400,-0.7609999999999999
10234411,111230-06_10748624_0200,-2.2119999999999997
10234411,111230-06_10748624_0300,-2.2119999999999997
10234411,111230-06_10827345_0300,-0.574
10234411,111230-06_10827345_0400,-0.574
10234411,111230-06_10857100_0200,-1.96
10234411,111230-06_10857100_0400,-1.96
